State,Agency Type,Agency Name,Population1,"Total
Offenses","Crimes
Against
Persons","Crimes
Against
Property","Crimes
Against
Society","Assault
Offenses","Aggravated
Assault","Simple
Assault",Intimidation,"Homicide
Offenses","Murder and
Nonnegligent
Manslaughter","Negligent
Man-
slaughter","Justifiable
Homicide","Human
Trafficking
Offenses","Commercial
Sex Acts","Involuntary
Servitude","Kidnapping/
Abduction","Sex
Offenses",Rape,Sodomy,"Sexual
Assault
With an
Object","Criminal
Sexual
Contact2",Incest,"Statutory
Rape",Arson,Bribery,"Burglary/
Breaking &
Entering","Counter-
feiting/
Forgery","Destruction/
Damage/
Vandalism
of Property","Embezzle-
ment","Extortion/
Blackmail","Fraud
Offenses","False
Pretenses/
Swindle/
Confidence
Game","Credit
Card/
Automated
Teller
Machine
Fraud","Imper-
sonation","Welfare
Fraud","Wire
Fraud","Identity 
Theft","Hacking/
Computer 
Invasion","Larceny/
Theft
Offenses","Pocket-
picking","Purse-
snatching","Shop-
lifting","Theft
From
Building","Theft
From
Coin Op-
erated
Machine
or Device","Theft
From
Motor
Vehicle","Theft of 
Motor 
Vehicle
Parts or
Acces-
sories","All
Other
Larceny","Motor
Vehicle
Theft",Robbery,"Stolen
Property
Offenses","Animal 
Cruelty","Drug/
Narcotic
Offenses","Drug/
Narcotic
Violations","Drug
Equipment
Violations","Gambling
Offenses","Betting/
Wagering","Operating/
Promoting/
Assisting
Gambling","Gambling
Equipment
Violations","Sports
Tampering","Por-
nography/
Obscene
Material","Pros-
titution
Offenses","Pros-
titution","Assisting or
Promoting
Prostitution","Purchasing
Prostitution","Weapon
Law
Violations"
ALABAMA,City,Abbeville,"2,386",297,66,66,165,64,8,46,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,9,2,12,0,0,12,1,6,1,0,0,4,0,26,0,0,1,4,0,4,0,17,1,1,3,0,164,98,66,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Adamsville,"4,111",389,92,217,80,90,21,47,22,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,12,6,30,1,0,26,11,7,0,2,2,4,0,105,0,0,47,14,0,2,3,39,22,0,13,3,71,46,25,0,0,0,0,0,0,0,0,0,0,6
ALABAMA,City,Addison,669,61,17,25,19,17,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,2,0,0,0,1,0,10,0,0,1,4,0,1,0,4,2,0,0,0,18,11,7,0,0,0,0,0,1,0,0,0,0,0
ALABAMA,City,Alabaster,"34,349","1,236",269,697,270,265,29,220,16,0,0,0,0,0,0,0,1,3,1,0,0,0,0,2,0,0,17,10,69,0,0,79,14,24,2,0,1,38,0,487,1,0,324,18,0,23,8,113,21,4,10,4,258,171,87,0,0,0,0,0,1,0,0,0,0,7
ALABAMA,City,Albertville,"23,242","1,434",506,673,255,481,38,306,137,1,1,0,0,0,0,0,2,22,14,0,0,4,1,3,2,0,67,17,108,0,2,77,13,28,0,1,1,34,0,338,0,0,44,36,0,26,5,227,48,3,11,5,229,146,83,5,3,2,0,0,5,0,0,0,0,11
ALABAMA,City,Alexander City,"14,353","1,892",733,846,313,712,129,503,80,4,4,0,0,0,0,0,4,13,6,1,0,1,0,5,5,0,78,4,154,1,1,80,17,33,3,0,2,25,0,478,16,1,139,71,0,53,14,184,28,11,6,5,287,192,95,0,0,0,0,0,3,0,0,0,0,18
ALABAMA,City,Aliceville,"2,019",48,19,27,2,19,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,0,0,1,0,1,0,0,0,0,0,11,0,0,3,1,0,1,1,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Andalusia,"8,838","1,075",424,472,179,411,49,306,56,0,0,0,0,1,1,0,2,10,7,0,0,3,0,0,3,0,36,9,98,1,1,39,9,17,1,0,0,12,0,254,18,0,100,31,0,11,0,94,24,3,4,6,168,98,70,0,0,0,0,0,3,0,0,0,0,2
ALABAMA,City,Anniston,"21,052","2,688",827,"1,386",475,802,140,321,341,4,4,0,0,0,0,0,2,19,9,6,1,2,0,1,5,0,215,36,277,7,1,99,2,72,0,2,0,23,0,628,0,0,119,1,0,110,0,398,95,18,5,2,457,283,174,0,0,0,0,0,2,1,0,1,0,13
ALABAMA,City,Arab,"8,960","1,223",438,533,252,427,16,318,93,0,0,0,0,0,0,0,3,8,6,0,0,1,0,1,1,0,74,9,108,0,0,73,16,27,0,0,11,17,2,221,0,0,74,16,0,21,8,102,34,1,12,2,238,130,108,0,0,0,0,0,2,1,1,0,0,9
ALABAMA,City,Ardmore,"1,451",83,26,46,11,25,1,18,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,20,0,0,3,0,1,0,0,0,2,0,16,0,0,6,3,0,2,0,5,1,0,1,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Argo,"4,388",126,35,36,55,34,5,17,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,4,3,0,0,8,1,2,0,0,1,4,0,8,0,0,0,0,0,1,0,7,5,0,4,2,45,30,15,0,0,0,0,0,2,0,0,0,0,6
ALABAMA,City,Arley,330,23,2,11,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Ashford,"2,357",58,35,17,6,35,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,11,0,0,2,1,0,0,0,8,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Ashland,"1,928",184,94,75,15,91,15,59,17,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,7,0,19,0,0,6,1,2,2,0,0,1,0,39,2,0,5,7,0,0,1,24,3,0,1,2,9,5,4,0,0,0,0,0,4,0,0,0,0,0
ALABAMA,City,Ashville,"2,417",279,88,134,57,87,12,62,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,4,31,0,0,12,4,1,0,1,2,4,0,53,1,0,6,11,0,2,2,31,10,2,4,1,51,34,17,0,0,0,0,0,0,0,0,0,0,5
ALABAMA,City,Athens,"32,862","1,722",537,947,238,527,69,432,26,2,2,0,0,4,0,4,0,4,3,0,0,0,0,1,1,0,40,42,137,0,0,114,22,53,2,0,2,35,0,538,27,0,184,32,0,54,13,228,58,6,11,1,226,163,63,0,0,0,0,0,0,2,0,2,0,9
ALABAMA,City,Atmore,"8,294","1,505",418,524,563,395,89,266,40,4,4,0,0,0,0,0,3,16,8,1,1,5,0,1,2,0,40,9,103,0,0,49,12,24,0,0,1,12,0,277,34,0,90,22,1,27,8,95,20,11,13,3,525,306,219,0,0,0,0,0,0,0,0,0,0,35
ALABAMA,City,Attalla,"5,813",579,150,318,111,148,18,100,30,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,24,10,48,1,2,25,10,9,0,0,1,5,0,190,16,0,76,29,0,9,2,58,16,1,1,3,102,69,33,0,0,0,0,0,3,0,0,0,0,3
ALABAMA,City,Auburn,"83,756","3,100",803,"1,485",812,781,67,629,85,0,0,0,0,0,0,0,4,18,14,2,0,2,0,0,1,1,33,53,265,2,1,253,40,77,11,0,7,118,0,792,8,0,114,59,1,150,15,445,57,8,19,4,790,521,269,0,0,0,0,0,0,0,0,0,0,18
ALABAMA,City,Bay Minette,"8,456",670,191,203,276,187,28,129,30,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,13,8,30,0,0,17,9,5,0,0,0,3,0,116,4,0,51,9,1,8,1,42,10,3,6,2,268,164,104,0,0,0,0,0,0,0,0,0,0,6
ALABAMA,City,Bayou La Batre,"2,142",396,163,205,28,159,18,106,35,0,0,0,0,0,0,0,0,4,1,0,0,2,0,1,1,0,32,3,38,0,0,15,5,8,0,0,1,1,0,97,0,0,18,9,0,11,4,55,14,0,5,0,27,18,9,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Bear Creek,"1,062",64,23,27,14,22,10,9,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,5,0,0,2,1,0,0,0,0,1,0,11,1,0,1,0,0,1,0,8,3,0,2,0,14,9,5,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Berry,"1,183",4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Bessemer,"24,720","4,550","1,130","2,993",427,"1,087",367,562,158,11,11,0,0,1,1,0,5,26,14,1,1,8,0,2,8,0,272,46,559,3,2,225,63,97,8,6,4,47,0,"1,511",83,1,368,171,7,176,40,665,229,41,97,6,371,242,129,0,0,0,0,0,5,0,0,0,0,45
ALABAMA,City,Birmingham,"1,95,418","20,112","4,534","14,675",903,"4,350","1,901","1,795",654,118,115,2,1,0,0,0,30,36,26,4,1,4,0,1,103,1,"1,445",117,"5,107",2,12,866,212,372,11,2,24,242,3,"5,051",18,1,550,283,3,"1,558",120,"2,518","1,508",393,70,31,763,571,192,1,1,0,0,0,2,4,0,4,0,102
ALABAMA,City,Blountsville,"1,816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Brent,"2,586",323,96,126,101,87,7,64,16,0,0,0,0,1,1,0,2,6,1,1,0,3,0,1,0,0,13,1,27,0,1,9,4,4,0,0,1,0,0,68,0,0,20,2,0,6,0,40,5,0,2,0,87,46,41,0,0,0,0,0,12,0,0,0,0,2
ALABAMA,City,Brewton,"5,139",667,198,293,176,189,24,104,61,0,0,0,0,0,0,0,4,5,2,1,0,2,0,0,1,0,13,7,35,0,1,29,9,10,3,1,1,4,1,183,25,0,101,12,0,0,1,44,15,1,8,1,164,118,46,0,0,0,0,0,4,0,0,0,0,7
ALABAMA,City,Bridgeport,"2,262",129,44,57,28,42,4,27,11,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,5,1,19,0,0,4,1,0,0,0,0,3,0,19,0,0,0,2,0,3,0,14,6,1,1,1,24,15,9,0,0,0,0,0,0,0,0,0,0,3
ALABAMA,City,Brighton,"2,207",217,95,107,15,85,38,31,16,5,5,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,13,1,23,0,0,19,10,5,0,0,0,2,2,33,3,0,1,4,0,7,2,16,12,4,1,2,10,4,6,0,0,0,0,0,0,0,0,0,0,3
ALABAMA,City,Brilliant,829,37,16,18,3,16,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,1,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
ALABAMA,City,Brookside,"1,185",98,24,51,23,24,4,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,5,3,2,0,0,0,0,0,19,4,0,1,9,0,1,1,3,7,1,2,0,23,12,11,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Brookwood,"2,420",111,45,52,14,42,10,30,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,14,0,0,6,0,2,0,0,1,3,0,18,0,0,1,3,0,4,0,10,5,1,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Brundidge,"2,016",320,166,150,4,165,22,108,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,3,46,0,0,12,5,6,0,0,0,1,0,64,1,1,8,2,0,3,1,48,8,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
ALABAMA,City,Butler,"1,737",127,37,63,27,37,5,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,10,5,4,0,0,0,1,0,25,0,0,6,2,0,2,3,12,4,0,3,0,27,20,7,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Calera,"18,747",798,227,399,172,217,39,148,30,0,0,0,0,0,0,0,1,9,4,0,0,5,0,0,0,0,24,7,59,0,5,55,13,12,3,0,2,25,0,212,19,0,77,10,0,30,2,74,24,1,12,6,156,91,65,0,0,0,0,0,3,0,0,0,0,7
ALABAMA,City,Camden,"1,667",42,13,26,3,13,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,3,1,1,0,0,0,1,0,10,0,0,0,0,0,3,0,7,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Carbon Hill,"1,723",9,1,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Carrollton,965,27,10,13,4,10,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,3,0,0,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Cedar Bluff,"1,918",200,44,39,117,42,7,24,11,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,15,0,1,3,2,0,0,0,0,1,0,15,0,0,2,6,0,1,0,6,3,0,1,1,116,57,59,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Centre,"3,845",446,174,210,62,164,10,118,36,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,20,13,23,0,1,27,11,12,0,0,1,2,1,112,0,0,36,10,0,6,1,59,10,0,4,1,53,28,25,0,0,0,0,0,7,0,0,0,0,1
ALABAMA,City,Centreville,"2,673",180,63,66,51,61,9,35,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,6,1,16,0,1,12,4,5,1,0,0,2,0,24,0,0,1,6,0,1,0,16,4,0,1,0,48,26,22,0,0,0,0,0,2,0,0,0,0,1
ALABAMA,City,Chatom,"1,060",40,16,18,6,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,3,0,0,0,2,0,9,2,0,3,0,0,1,0,3,0,0,0,0,5,3,2,0,0,0,0,0,1,0,0,0,0,0
ALABAMA,City,Cherokee,964,67,35,27,5,34,0,24,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,5,0,0,1,1,0,0,0,0,0,0,14,0,0,1,2,0,2,0,9,2,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Chickasaw,"6,226",370,153,197,20,150,24,103,23,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,21,3,41,0,0,9,5,4,0,0,0,0,0,100,3,0,26,10,1,16,3,41,16,2,4,0,19,13,6,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Childersburg,"4,601",485,178,212,95,172,30,122,20,0,0,0,0,0,0,0,0,6,4,0,0,0,0,2,0,0,10,4,67,0,1,26,4,15,0,0,2,4,1,90,6,0,45,3,0,5,0,31,11,1,2,6,83,44,39,0,0,0,0,0,2,0,0,0,0,4
ALABAMA,City,Citronelle,"3,902",85,28,49,8,27,2,18,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,11,0,0,4,1,1,0,0,1,1,0,26,1,0,7,5,0,1,2,10,2,1,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,2
ALABAMA,City,Clanton,"9,250",809,234,432,143,223,24,159,40,0,0,0,0,0,0,0,2,9,2,0,0,7,0,0,0,0,16,13,55,0,0,32,5,18,0,0,1,8,0,296,23,0,101,21,0,19,5,127,12,3,5,1,130,85,45,0,0,0,0,0,1,0,0,0,0,11
ALABAMA,City,Clayton,"2,197",64,24,37,3,24,9,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,9,0,0,4,0,1,0,2,0,1,0,18,0,0,2,1,0,2,3,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Clio,"1,194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Coaling,"1,970",55,16,32,7,14,2,12,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,0,7,0,0,3,1,2,0,0,0,0,0,17,0,0,0,5,0,2,0,10,1,0,0,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Coffeeville,247,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Collinsville,"2,067",91,14,29,48,14,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,2,0,0,0,1,0,19,2,0,4,1,0,3,0,9,3,0,0,0,48,24,24,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Columbia,703,27,2,10,15,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,4,0,0,0,0,15,9,6,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Columbiana,"4,913",183,74,83,26,70,4,64,2,1,1,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,7,3,8,0,0,14,6,4,1,1,0,2,0,47,7,0,12,11,0,5,1,11,2,0,2,1,19,11,8,0,0,0,0,0,4,1,1,0,0,1
ALABAMA,City,Coosada,"1,282",41,17,21,3,17,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,2,0,1,0,0,0,1,0,6,0,0,0,0,0,2,0,4,2,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Cordova,"1,656",234,65,85,84,65,7,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,23,0,0,6,2,2,0,0,0,2,0,38,0,0,6,3,0,8,1,20,10,1,2,0,83,27,56,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Cottonwood,"1,097",47,24,23,0,24,3,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,1,2,0,0,0,0,0,10,0,0,3,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Creola,"1,977",86,16,27,43,15,3,8,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,0,0,3,1,0,0,0,0,2,0,6,0,0,1,1,0,2,0,2,4,2,1,0,42,30,12,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Cullman,"20,433","1,316",310,739,267,294,33,221,40,3,3,0,0,0,0,0,1,12,4,3,0,4,0,1,0,0,35,40,77,0,1,93,18,32,5,1,3,34,0,447,2,0,204,15,1,33,7,185,32,2,12,1,255,136,119,0,0,0,0,0,6,0,0,0,0,5
ALABAMA,City,Dadeville,"2,922",188,76,86,26,73,16,49,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,1,13,0,0,12,3,9,0,0,0,0,0,49,2,0,8,7,0,6,1,25,4,1,1,1,20,14,6,0,0,0,0,0,1,0,0,0,0,4
ALABAMA,City,Daphne,"31,256",758,215,347,196,208,11,183,14,1,0,1,0,0,0,0,0,6,4,1,0,1,0,0,0,0,14,4,39,0,1,28,6,14,3,1,0,3,1,237,1,0,138,7,0,26,4,61,16,2,6,2,187,123,64,0,0,0,0,0,0,0,0,0,0,7
ALABAMA,City,Dauphin Island,"1,932",109,18,53,38,16,0,11,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,4,7,2,1,7,2,4,0,0,0,1,0,20,0,0,0,3,0,3,0,14,2,1,4,0,35,17,18,0,0,0,0,0,0,0,0,0,0,3
ALABAMA,City,Decatur,"58,514","3,745","1,533","2,000",212,"1,475",293,"1,151",31,5,5,0,0,0,0,0,8,45,25,6,1,4,0,9,112,0,114,47,198,0,5,247,79,69,0,0,1,97,1,"1,085",12,0,362,85,1,208,10,407,163,26,3,0,187,122,65,0,0,0,0,0,16,0,0,0,0,9
ALABAMA,City,Demopolis,"6,733",744,314,326,104,304,54,198,52,1,1,0,0,0,0,0,1,8,5,0,0,3,0,0,3,0,29,10,63,0,2,45,7,24,0,1,1,12,0,153,10,0,38,9,0,9,8,79,9,5,7,4,84,62,22,0,0,0,0,0,3,0,0,0,0,13
ALABAMA,City,Dora,"2,244",289,73,92,124,69,5,55,9,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,1,0,9,1,15,0,0,9,3,5,1,0,0,0,0,43,1,0,8,3,0,3,0,28,9,0,5,0,115,49,66,0,0,0,0,0,1,0,0,0,0,8
ALABAMA,City,Dothan,"71,318","8,590","3,029","3,478","2,083","2,903",559,"1,940",404,6,5,0,1,24,20,4,7,89,47,2,0,29,0,11,17,0,261,77,741,5,13,504,166,183,18,1,7,126,3,"1,659",24,2,474,175,4,243,73,664,95,38,68,10,"1,975","1,303",672,1,1,0,0,0,36,2,1,1,0,59
ALABAMA,City,Double Springs,"1,115",69,30,27,12,30,1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,0,2,0,15,0,0,4,3,0,0,0,8,3,0,1,0,11,7,4,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Douglas,789,79,44,31,4,44,2,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,11,0,0,2,0,1,0,0,0,1,0,11,0,0,1,5,0,0,0,5,0,0,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,East Brewton,"2,239",164,57,89,18,55,3,28,24,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,2,15,0,0,10,7,2,0,0,0,1,0,48,2,0,4,13,0,3,0,26,6,0,1,0,17,11,6,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Eclectic,"1,214",72,25,43,4,25,2,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,11,0,0,6,0,3,0,0,0,3,0,17,1,0,1,3,0,1,0,11,1,0,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Elba,"3,547",437,184,179,74,177,10,130,37,2,2,0,0,0,0,0,0,5,1,0,0,2,1,1,1,0,20,2,37,0,1,23,5,13,0,0,2,3,0,82,0,0,16,10,0,2,3,51,10,3,0,2,70,36,34,0,0,0,0,0,0,0,0,0,0,2
ALABAMA,City,Elberta,"2,145",245,89,101,55,87,10,54,23,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,11,0,17,0,0,14,6,4,0,0,1,3,0,54,4,0,9,5,0,10,0,26,2,1,2,0,51,38,13,0,0,0,0,0,4,0,0,0,0,0
ALABAMA,City,Enterprise,"30,766","2,128",750,"1,133",245,722,171,406,145,1,1,0,0,0,0,0,2,25,12,4,1,4,1,3,3,1,100,31,161,1,0,179,40,46,1,0,11,81,0,600,24,0,184,41,2,100,12,237,46,5,6,11,211,140,71,0,0,0,0,0,7,0,0,0,0,16
ALABAMA,City,Eufaula,"12,314",990,316,536,138,299,68,177,54,7,7,0,0,0,0,0,3,7,5,0,0,2,0,0,4,0,60,16,94,0,0,51,10,27,1,0,0,13,0,251,22,0,46,25,2,38,8,110,37,10,13,7,118,81,37,0,0,0,0,0,5,0,0,0,0,8
ALABAMA,City,Eutaw,"2,710",301,118,173,10,116,14,86,16,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20,5,44,0,0,45,1,40,0,1,0,3,0,50,0,0,9,3,0,3,0,35,7,2,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,1
ALABAMA,City,Excel,524,103,46,48,9,43,6,34,3,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,5,1,14,0,0,7,3,0,0,0,2,2,0,17,1,0,5,3,0,2,1,5,3,0,0,1,6,4,2,0,0,0,0,0,0,0,0,0,0,2
ALABAMA,City,Fairhope,"25,782",845,191,472,182,176,18,141,17,0,0,0,0,0,0,0,0,15,6,1,0,6,0,2,1,0,22,20,67,0,1,70,15,22,3,1,0,28,1,271,38,1,93,13,0,39,4,83,9,4,7,1,162,96,66,0,0,0,0,0,10,0,0,0,0,9
ALABAMA,City,Falkville,"1,198",92,22,22,48,21,2,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8,0,0,2,0,2,0,0,0,0,0,8,0,0,0,1,0,4,0,3,3,0,0,0,45,18,27,0,0,0,0,0,1,0,0,0,0,2
ALABAMA,City,Fayette,"4,079",222,81,97,44,80,3,64,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,1,16,0,0,14,2,4,0,0,3,5,0,45,0,0,10,5,0,3,0,27,2,2,2,0,44,22,22,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Flomaton,"1,448",227,71,79,77,67,14,46,7,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,4,5,24,0,0,9,3,5,1,0,0,0,0,30,0,0,4,8,0,3,3,12,3,1,3,2,72,44,28,0,0,0,0,0,0,0,0,0,0,3
ALABAMA,City,Florence,"43,076","3,554",945,"1,477","1,132",915,246,529,140,0,0,0,0,0,0,0,4,26,15,2,0,5,0,4,2,0,103,40,267,0,2,183,29,86,2,0,3,62,1,783,0,0,186,63,1,35,19,479,71,10,16,2,"1,083",647,436,0,0,0,0,0,12,0,0,0,0,35
ALABAMA,City,Foley,"26,424","1,243",376,567,300,374,44,244,86,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,31,11,95,2,1,32,20,9,1,0,0,2,0,348,9,0,172,36,0,18,8,105,33,7,7,1,289,177,112,0,0,0,0,0,1,0,0,0,0,9
ALABAMA,City,Fort Payne,"14,984",802,288,387,127,282,21,237,24,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,26,34,63,1,0,50,12,24,0,1,2,10,1,190,64,0,59,4,0,8,6,49,21,0,2,0,117,49,68,0,0,0,0,0,3,0,0,0,0,7
ALABAMA,City,Frisco City,"1,110",18,12,6,0,11,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALABAMA,City,Fultondale,"9,533",589,137,352,100,129,17,79,33,0,0,0,0,0,0,0,2,6,5,0,0,0,0,1,1,0,14,10,56,0,1,47,11,13,2,0,2,19,0,176,5,0,51,10,0,24,5,81,25,6,16,0,90,61,29,0,0,0,0,0,3,0,0,0,0,7
